Day,Project,sum of Raw Hours,sum of Machine Hours
04/06/2023,lz,71.2475,71.2475
05/06/2023,lz,133.0094444,133.0094444
06/06/2023,lz,0.741666667,0.741666667
07/06/2023,lz,350.815,350.815
08/06/2023,lz,38.69583333,38.69583333
09/06/2023,lz,477.7191667,477.7191667
10/06/2023,lz,142.9075,142.9075
11/06/2023,lz,179.7825,179.7825
12/06/2023,lz,116.4519444,116.4519444
13/06/2023,lz,117.6208333,117.6208333
14/06/2023,lz,2.502222222,2.502222222
15/06/2023,lz,123.0716667,123.0716667
16/06/2023,lz,175.7897222,175.7897222
17/06/2023,lz,146.5677778,146.5677778
18/06/2023,lz,24.8675,24.8675
19/06/2023,lz,344.5347222,344.5347222
20/06/2023,lz,403.1225,403.1225
21/06/2023,lz,331.6658333,331.6658333
22/06/2023,lz,192.7936111,192.7936111
23/06/2023,lz,323.405,323.405
24/06/2023,lz,135.6169444,135.6169444
25/06/2023,lz,290.3369444,290.3369444
26/06/2023,lz,309.3477778,309.3477778
27/06/2023,lz,527.8288889,527.8288889
28/06/2023,lz,160.3994444,160.3994444
29/06/2023,lz,304.7366667,304.7366667
30/06/2023,lz,455.8155556,455.8155556
01/07/2023,lz,0.397777778,0.397777778
02/07/2023,lz,59.01722222,59.01722222
03/07/2023,lz,45.64111111,45.64111111
04/07/2023,lz,265.8705556,265.8705556
05/07/2023,lz,594.6027778,594.6027778
06/07/2023,lz,444.8644444,444.8644444
07/07/2023,lz,233.8052778,233.8052778
08/07/2023,lz,236.7019444,236.7019444
09/07/2023,lz,202.1091667,202.1091667
10/07/2023,lz,401.8722222,401.8722222
11/07/2023,lz,654.2063889,654.2063889
12/07/2023,lz,260.4916667,260.4916667
13/07/2023,lz,277.3841667,277.3841667
14/07/2023,lz,707.6116667,707.6116667
15/07/2023,lz,287.4822222,287.4822222
16/07/2023,lz,238.1247222,238.1247222
17/07/2023,lz,1287.844722,1287.844722
18/07/2023,lz,514.9508333,514.9508333
19/07/2023,lz,583.3719444,583.3719444
20/07/2023,lz,460.9933333,460.9933333
21/07/2023,lz,404.3675,404.3675
22/07/2023,lz,877.7536111,877.7536111
23/07/2023,lz,640.8355556,640.8355556
24/07/2023,lz,625.0002778,625.0002778
25/07/2023,lz,478.9247222,478.7580556
26/07/2023,lz,306.0213889,242.0213889
27/07/2023,lz,359.4327778,338.0994444
28/07/2023,lz,413.61,413.61
29/07/2023,lz,198.4991667,198.4991667
30/07/2023,lz,111.8786111,111.8786111
31/07/2023,lz,823.8466667,823.8466667
01/08/2023,lz,662.1433333,662.1433333
02/08/2023,lz,399.3330556,399.3330556
03/08/2023,lz,340.7008333,340.7008333
04/08/2023,lz,1597.228333,1597.228333
05/08/2023,lz,131.0980556,131.0980556
06/08/2023,lz,131.5644444,131.5644444
07/08/2023,lz,326.6161111,326.6161111
08/08/2023,lz,310.1111111,310.1111111
09/08/2023,lz,246.8338889,246.8338889
10/08/2023,lz,400.1402778,400.1402778
11/08/2023,lz,199.5694444,199.5694444
12/08/2023,lz,319.9183333,319.9183333
13/08/2023,lz,309.4963889,309.4963889
14/08/2023,lz,650.2675,650.2675
15/08/2023,lz,228.5097222,228.5097222
16/08/2023,lz,168.9283333,168.9283333
17/08/2023,lz,218.1552778,218.1552778
18/08/2023,lz,143.1702778,143.1702778
19/08/2023,lz,116.9933333,116.9933333
20/08/2023,lz,33.1225,33.1225
21/08/2023,lz,328.0766667,328.0766667
22/08/2023,lz,401.6852778,401.6852778
23/08/2023,lz,586.1425,562.0697222
24/08/2023,lz,685.7308333,685.7308333
25/08/2023,lz,403.5719444,403.5719444
26/08/2023,lz,119.7875,119.7875
27/08/2023,lz,120.6961111,120.6961111
28/08/2023,lz,119.725,119.725
29/08/2023,lz,290.0688889,290.0688889
30/08/2023,lz,599.4186111,599.4186111
31/08/2023,lz,345.5541667,345.5541667
01/09/2023,lz,485.5477778,485.5477778
02/09/2023,lz,119.5286111,119.5286111
03/09/2023,lz,121.3069444,121.3069444
04/09/2023,lz,183.4716667,183.4716667
05/09/2023,lz,300.7913889,300.7913889
06/09/2023,lz,150.3094444,150.3094444
07/09/2023,lz,165.7394444,165.7394444
08/09/2023,lz,240.6755556,240.6755556
09/09/2023,lz,606.1911111,606.1911111
10/09/2023,lz,506.4580556,494.0419444
11/09/2023,lz,470.3702778,470.3702778
12/09/2023,lz,410.6052778,410.6052778
13/09/2023,lz,125.5555556,125.5555556
14/09/2023,lz,154.1208333,154.1208333
15/09/2023,lz,127.8861111,127.8861111
16/09/2023,lz,122.4563889,122.4563889
17/09/2023,lz,119.3986111,119.3986111
18/09/2023,lz,166.6961111,166.6961111
19/09/2023,lz,122.1644444,122.1644444
20/09/2023,lz,129.6205556,129.6205556
21/09/2023,lz,325.6633333,325.6633333
22/09/2023,lz,167.3422222,167.3422222
23/09/2023,lz,122.6838889,122.6838889
24/09/2023,lz,122.2708333,122.2708333
25/09/2023,lz,148.4138889,148.4138889
26/09/2023,lz,186.7352778,186.5797222
27/09/2023,lz,467.6308333,467.6308333
28/09/2023,lz,18.52277778,18.52277778
29/09/2023,lz,52.43722222,52.43722222
30/09/2023,lz,119.9233333,119.9233333
01/10/2023,lz,53.38861111,53.38861111
02/10/2023,lz,208.4183333,208.4183333
03/10/2023,lz,318.9322222,318.9322222
04/10/2023,lz,303.4969444,303.4969444
05/10/2023,lz,111.58,111.58
06/10/2023,lz,235.5877778,235.5877778
07/10/2023,lz,144.5372222,144.5372222
08/10/2023,lz,125.2177778,125.2177778
09/10/2023,lz,281.4811111,281.4811111
10/10/2023,lz,28.425,28.425
11/10/2023,lz,96.03916667,96.03916667
12/10/2023,lz,170.2947222,170.2947222
13/10/2023,lz,201.4869444,201.4869444
14/10/2023,lz,294.1155556,294.1155556
15/10/2023,lz,172.1552778,172.1552778
16/10/2023,lz,342.5041667,342.5041667
17/10/2023,lz,317.9902778,317.9902778
18/10/2023,lz,29.45777778,29.45777778
19/10/2023,lz,126.8766667,126.8766667
20/10/2023,lz,217.3927778,217.3927778
21/10/2023,lz,135.9533333,135.9533333
22/10/2023,lz,119.1602778,119.1602778
23/10/2023,lz,260.1194444,260.1194444
24/10/2023,lz,425.2869444,425.2869444
25/10/2023,lz,423.6830556,423.6830556
26/10/2023,lz,588.1655556,588.1655556
27/10/2023,lz,443.3905556,443.3905556
28/10/2023,lz,473.8633333,473.8633333
29/10/2023,lz,302.1008333,302.1008333
30/10/2023,lz,296.9922222,296.9922222
31/10/2023,lz,203.9433333,203.9433333
01/11/2023,lz,254.1625,254.1625
02/11/2023,lz,221.5269444,221.5269444
03/11/2023,lz,156.1655556,151.8016667
04/11/2023,lz,184.6441667,180.2802778
05/11/2023,lz,202.5758333,198.2119444
06/11/2023,lz,172.2841667,151.3036111
07/11/2023,lz,252.7083333,252.7083333
08/11/2023,lz,417.8358333,417.8358333
09/11/2023,lz,343.6258333,343.6258333
10/11/2023,lz,372.7638889,369.9055556
11/11/2023,lz,209.3580556,209.3580556
12/11/2023,lz,107.0497222,107.0497222
13/11/2023,lz,239.9725,239.9725
14/11/2023,lz,348.0441667,348.0441667
15/11/2023,lz,448.1886111,448.1886111
16/11/2023,lz,165.0527778,164.6127778
17/11/2023,lz,120.0816667,120.0816667
18/11/2023,lz,144.7733333,144.7733333
19/11/2023,lz,132.9686111,132.9686111
20/11/2023,lz,152.4213889,152.4213889
21/11/2023,lz,184.3636111,184.3636111
22/11/2023,lz,147.8086111,147.8086111
23/11/2023,lz,139.1113889,139.1113889
24/11/2023,lz,133.1505556,133.1505556
25/11/2023,lz,134.3683333,134.3683333
26/11/2023,lz,119.4755556,119.4755556
27/11/2023,lz,169.0486111,169.0486111
28/11/2023,lz,228.2216667,228.2216667
29/11/2023,lz,30.18472222,30.18472222
30/11/2023,lz,57.2,57.2
01/12/2023,lz,158.8683333,158.8683333
02/12/2023,lz,158.28,158.28
03/12/2023,lz,129.0569444,129.0569444
04/12/2023,lz,215.3083333,215.3083333
05/12/2023,lz,182.8475,182.8475
06/12/2023,lz,63.37472222,63.37472222
07/12/2023,lz,153.7927778,153.7927778
08/12/2023,lz,216.0766667,216.0766667
09/12/2023,lz,299.0833333,294.7194444
10/12/2023,lz,336.4130556,332.0491667
11/12/2023,lz,330.1269444,325.8175
12/12/2023,lz,133.2819444,133.2819444
13/12/2023,lz,262.8436111,262.8436111
14/12/2023,lz,216.3083333,216.3083333
15/12/2023,lz,511.8177778,511.8177778
16/12/2023,lz,119.3969444,119.3969444
17/12/2023,lz,120.5372222,120.5372222
18/12/2023,lz,207.605,207.605
19/12/2023,lz,369,369
20/12/2023,lz,110.9516667,102.2244444
21/12/2023,lz,227.1663889,218.4391667
22/12/2023,lz,200.7836111,192.0563889
23/12/2023,lz,230.2794444,221.5522222
24/12/2023,lz,128.0675,119.3402778
25/12/2023,lz,128.0144444,119.2872222
26/12/2023,lz,187.9838889,179.2566667
27/12/2023,lz,128.9277778,120.0788889
28/12/2023,lz,129.2188889,120.4916667
29/12/2023,lz,131.2675,122.5402778
30/12/2023,lz,132.6852778,120.1041667
31/12/2023,lz,129.1611111,120.4338889
01/01/2024,lz,186.4183333,122.53
02/01/2024,lz,189.1688889,127.5586111
03/01/2024,lz,215.1983333,160.1716667
04/01/2024,lz,406.6736111,335.5175
05/01/2024,lz,252.1527778,197.8827778
06/01/2024,lz,245.6522222,190.8938889
07/01/2024,lz,231.4472222,176.5416667
08/01/2024,lz,325.5958333,270.6541667
09/01/2024,lz,346.4666667,291.3766667
10/01/2024,lz,237.2619444,237.2619444
11/01/2024,lz,173.33,173.33
12/01/2024,lz,237.4261111,183.1216667
13/01/2024,lz,173.8627778,120.6711111
14/01/2024,lz,183.7391667,129.9841667
15/01/2024,lz,213.7888889,156.5566667
16/01/2024,lz,261.8866667,208.5161111
17/01/2024,lz,2.472222222,2.472222222
18/01/2024,lz,343.1186111,276.6280556
19/01/2024,lz,221.3952778,154.1952778
20/01/2024,lz,245.7136111,178.5136111
21/01/2024,lz,261.3852778,194.1852778
22/01/2024,lz,261.7038889,194.5038889
23/01/2024,lz,363.7275,296.2336111
24/01/2024,lz,397.2855556,330.0855556
25/01/2024,lz,325.6444444,258.4444444
26/01/2024,lz,265.6497222,198.4497222
27/01/2024,lz,189.2930556,122.0930556
28/01/2024,lz,386.1711111,318.9711111
29/01/2024,lz,446.1505556,378.9505556
30/01/2024,lz,322.4247222,255.2247222
31/01/2024,lz,448.0847222,380.8847222
01/02/2024,lz,226.7788889,159.5788889
02/02/2024,lz,329.5138889,262.3138889
03/02/2024,lz,198.2902778,131.0902778
04/02/2024,lz,337.8575,270.6575
05/02/2024,lz,402.7988889,335.5988889
06/02/2024,lz,496.5086111,439.4502778
07/02/2024,lz,982.9983333,925.4777778
08/02/2024,lz,339.6061111,285.0983333
09/02/2024,lz,260.7727778,210.3277778
10/02/2024,lz,226.8230556,174.9325
11/02/2024,lz,252.4875,201.2191667
12/02/2024,lz,317.0966667,263.075
13/02/2024,lz,455.0538889,400.4238889
14/02/2024,lz,307.8275,247.1836111
15/02/2024,lz,357.4566667,321.8322222
16/02/2024,lz,399.1411111,390.2522222
17/02/2024,lz,537.9155556,529.0266667
18/02/2024,lz,171.8094444,162.9205556
19/02/2024,lz,456.1036111,447.2147222
20/02/2024,lz,548.1263889,503.4586111
21/02/2024,lz,96.91194444,88.02305556
22/02/2024,lz,647.6211111,638.7322222
23/02/2024,lz,534.9019444,526.0130556
24/02/2024,lz,156.5083333,143.2555556
25/02/2024,lz,143.3588889,130.1061111
26/02/2024,lz,172.1430556,159.6936111
27/02/2024,lz,184.6894444,175.8005556
28/02/2024,lz,240.3608333,231.4719444
29/02/2024,lz,207.1911111,198.3022222
01/03/2024,lz,239.4572222,234.5772222
02/03/2024,lz,341.6325,341.6325
03/03/2024,lz,247.5655556,247.5655556
04/03/2024,lz,233.0777778,233.0777778
05/03/2024,lz,346.1311111,346.1311111
06/03/2024,lz,148.5713889,148.5713889
07/03/2024,lz,155.6030556,155.6030556
08/03/2024,lz,96.85611111,96.85611111
09/03/2024,lz,143.9561111,143.9561111
10/03/2024,lz,130.8091667,130.8091667
11/03/2024,lz,199.8897222,199.8897222
12/03/2024,lz,246.8730556,246.8730556
13/03/2024,lz,184.9844444,184.9844444
14/03/2024,lz,180.3658333,180.3658333
15/03/2024,lz,144.3844444,144.3844444
16/03/2024,lz,245.4061111,245.4061111
17/03/2024,lz,131.2302778,131.2302778
18/03/2024,lz,207.1036111,207.1036111
19/03/2024,lz,151.4952778,151.1313889
20/03/2024,lz,17.02055556,17.02055556
21/03/2024,lz,318.5241667,318.5241667
22/03/2024,lz,191.5711111,191.5711111
23/03/2024,lz,155.7533333,155.7533333
24/03/2024,lz,139.5416667,139.5416667
25/03/2024,lz,221.8366667,221.8366667
26/03/2024,lz,743.7319444,296.8577778
27/03/2024,lz,205.5922222,205.5922222
28/03/2024,lz,313.3625,313.3625
29/03/2024,lz,604.8536111,604.8536111
30/03/2024,lz,236.2788889,236.2788889
31/03/2024,lz,265.0577778,265.0577778
01/04/2024,lz,735.4602778,735.4602778
02/04/2024,lz,380.1933333,380.1933333
03/04/2024,lz,260.5994444,260.5994444
04/04/2024,lz,1169.54,1169.54
05/04/2024,lz,321.6747222,321.6747222
06/04/2024,lz,199.0561111,199.0561111
07/04/2024,lz,233.6277778,233.6277778
08/04/2024,lz,232.4844444,232.4844444
09/04/2024,lz,247.6505556,247.6505556
10/04/2024,lz,181.7819444,181.7819444
11/04/2024,lz,241.3036111,241.3036111
12/04/2024,lz,312.9352778,312.6075
13/04/2024,lz,157.4175,153.8530556
14/04/2024,lz,190.3066667,190.3066667
15/04/2024,lz,271.2988889,251.2066667
16/04/2024,lz,267.7930556,207.4491667
17/04/2024,lz,614.8130556,14.2925
18/04/2024,lz,230.8280556,230.8280556
19/04/2024,lz,256.7427778,256.7427778
20/04/2024,lz,132.0455556,132.0455556
21/04/2024,lz,152.4955556,152.4955556
22/04/2024,lz,340.6313889,340.6313889
23/04/2024,lz,299.7391667,299.7391667
24/04/2024,lz,149.6341667,149.6341667
25/04/2024,lz,313.3780556,313.3780556
26/04/2024,lz,221.2538889,221.2538889
27/04/2024,lz,151.3336111,151.3336111
28/04/2024,lz,155.335,155.335
29/04/2024,lz,275.0552778,275.0552778
30/04/2024,lz,212.8783333,212.8783333
01/05/2024,lz,101.8313889,101.8313889
02/05/2024,lz,302.6097222,302.6097222
03/05/2024,lz,344.8219444,344.8219444
04/05/2024,lz,287.1591667,287.1591667
05/05/2024,lz,205.39,205.39
06/05/2024,lz,231.9311111,231.9311111
07/05/2024,lz,299.4505556,299.4505556
08/05/2024,lz,337.1141667,337.1141667
09/05/2024,lz,685.6463889,685.6463889
10/05/2024,lz,573.8283333,573.8283333
11/05/2024,lz,151.4175,151.4175
12/05/2024,lz,156.2186111,156.2186111
13/05/2024,lz,191.6205556,191.6205556
14/05/2024,lz,244.9483333,244.9483333
15/05/2024,lz,62.56277778,62.56277778
16/05/2024,lz,289.9661111,289.9661111
17/05/2024,lz,182.6102778,182.6102778
18/05/2024,lz,242.6636111,242.6636111
19/05/2024,lz,466.6791667,466.6791667
20/05/2024,lz,368.36,368.36
21/05/2024,lz,354.225,354.225
22/05/2024,lz,329.7038889,329.7038889
23/05/2024,lz,390.4033333,390.4033333
24/05/2024,lz,515.2194444,515.2194444
25/05/2024,lz,308.7636111,308.7636111
26/05/2024,lz,448.4325,448.4325
27/05/2024,lz,310.7908333,310.7908333
28/05/2024,lz,207.7211111,207.7211111
29/05/2024,lz,383.2794444,383.2794444
30/05/2024,lz,533.2119444,533.2119444
31/05/2024,lz,568.8961111,568.8961111
01/06/2024,lz,289.9191667,289.9191667
02/06/2024,lz,387.77,387.77
03/06/2024,lz,595.0761111,595.0761111
04/06/2024,lz,624.0227778,624.0227778
05/06/2024,lz,801.9611111,801.9611111
06/06/2024,lz,501.88,501.88
07/06/2024,lz,408.29,408.29
08/06/2024,lz,350.1419444,350.1419444
09/06/2024,lz,352.9075,352.9075
10/06/2024,lz,345.5691667,345.5691667
11/06/2024,lz,253.4344444,253.4344444
12/06/2024,lz,252.81,252.81
13/06/2024,lz,190.3069444,190.3069444
14/06/2024,lz,212.3455556,212.3455556
15/06/2024,lz,136.6555556,136.6555556
16/06/2024,lz,156.8155556,156.8155556
17/06/2024,lz,236.9227778,236.9227778
18/06/2024,lz,137.3480556,137.3480556
19/06/2024,lz,197.9072222,197.9072222
20/06/2024,lz,248.4808333,248.4808333
21/06/2024,lz,102.8572222,102.8572222
22/06/2024,lz,144.3447222,144.3447222
23/06/2024,lz,160.7936111,160.7936111
24/06/2024,lz,623.9541667,172.4158333
25/06/2024,lz,170.4919444,170.4919444
26/06/2024,lz,102.8472222,102.8472222
27/06/2024,lz,364.4413889,364.4413889
28/06/2024,lz,84.78722222,84.78722222
29/06/2024,lz,66.44666667,66.44666667
30/06/2024,lz,42.86972222,42.86972222
01/07/2024,lz,550.4263889,550.4263889
02/07/2024,lz,368.0347222,368.0347222
03/07/2024,lz,490.2052778,490.2052778
04/07/2024,lz,198.2397222,198.2397222
05/07/2024,lz,55.36777778,55.36777778
06/07/2024,lz,46.385,46.385
07/07/2024,lz,107.1438889,107.1438889
08/07/2024,lz,376.8813889,379.0886111
09/07/2024,lz,187.4097222,187.4097222
10/07/2024,lz,562.0972222,562.0972222
11/07/2024,lz,83.16222222,83.16222222
12/07/2024,lz,152.3127778,152.3127778
13/07/2024,lz,160.8533333,160.8533333
14/07/2024,lz,270.2069444,270.2069444
15/07/2024,lz,131.7022222,131.7022222
16/07/2024,lz,550.5211111,198.6888889
17/07/2024,lz,273.4777778,273.4777778
18/07/2024,lz,251.5233333,213.7777778
19/07/2024,lz,71.71194444,71.71194444
20/07/2024,lz,199.3430556,199.3430556
21/07/2024,lz,282.6238889,282.6238889
22/07/2024,lz,204.0236111,204.0236111
23/07/2024,lz,1672.810833,1672.810833
